id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
cd3164c8-af9e-4d71-9bf8-3a59a08ef0dc,54,blue-collar,married,secondary,no,1291,yes,no,unknown,5,may,266,1,-1,0,unknown
ee0785e2-25f7-457b-ba90-da10085f85cf,48,management,divorced,tertiary,no,-244,yes,no,unknown,5,may,253,1,-1,0,unknown
9014d3ea-0c42-455a-998d-ab7267c90032,32,management,married,tertiary,no,0,yes,no,unknown,5,may,179,1,-1,0,unknown
594a921b-b18e-403d-923f-d4fcc97b06a1,42,admin.,single,secondary,no,-76,yes,no,unknown,5,may,787,1,-1,0,unknown
83c450f5-d47b-43da-8b15-dc18ed6ac881,24,technician,single,secondary,no,-103,yes,yes,unknown,5,may,145,1,-1,0,unknown
4bde2ac4-b9c5-44d6-97a5-e07a340e1ba7,38,entrepreneur,single,tertiary,no,243,no,yes,unknown,5,may,174,1,-1,0,unknown
7cdf575a-f491-4326-a3b5-536cb13bdd0d,38,management,single,tertiary,no,424,yes,no,unknown,5,may,104,1,-1,0,unknown
40c324ea-e615-4c02-95e0-6def1cae12bc,47,blue-collar,married,unknown,no,306,yes,no,unknown,5,may,13,1,-1,0,unknown
778b1038-447e-4d7c-af90-9b3cc1c1d130,40,blue-collar,single,unknown,no,24,yes,no,unknown,5,may,185,1,-1,0,unknown
efc57c75-f553-4014-991d-3c778cf8e6d1,46,services,married,primary,no,179,yes,no,unknown,5,may,1778,1,-1,0,unknown
3e16949f-f1be-41a4-b7b8-ae75b7061207,32,admin.,married,tertiary,no,0,yes,no,unknown,5,may,138,1,-1,0,unknown
360f8f50-8449-4c17-afc3-a107edf8c6ac,53,technician,divorced,secondary,no,989,yes,no,unknown,5,may,812,1,-1,0,unknown
b53c57e1-0d7a-438c-9f0a-631e0d82c097,57,blue-collar,married,primary,no,249,yes,no,unknown,5,may,164,1,-1,0,unknown
7ae95352-efbd-4f88-8088-52b0f3cace5b,33,services,married,secondary,no,790,yes,no,unknown,5,may,391,1,-1,0,unknown
338cd72a-1f96-40fd-b51e-074df4b8d948,49,blue-collar,married,unknown,no,154,yes,no,unknown,5,may,357,1,-1,0,unknown
a525b1cc-4988-4bdb-bb48-f4f01d0832af,51,management,married,tertiary,no,6530,yes,no,unknown,5,may,91,1,-1,0,unknown
e861d46a-a64b-4ab4-ae0e-dfbab7630a06,60,retired,married,tertiary,no,100,no,no,unknown,5,may,528,1,-1,0,unknown
0c0e9254-f20e-4bd4-97c7-d3ea5d5f7302,59,management,divorced,tertiary,no,59,yes,no,unknown,5,may,273,1,-1,0,unknown
55af90be-6cb0-4922-b0ee-c0d7bd1bc0bb,55,technician,married,secondary,no,1205,yes,no,unknown,5,may,158,2,-1,0,unknown
bafd2a07-9534-4413-aac3-0bc26cbef930,35,blue-collar,single,secondary,no,12223,yes,yes,unknown,5,may,177,1,-1,0,unknown
15077726-7107-48b8-b688-324741c23ab5,57,blue-collar,married,secondary,no,5935,yes,yes,unknown,5,may,258,1,-1,0,unknown
8173a8b7-2194-4416-8b27-5b59ebf2d063,31,services,married,secondary,no,25,yes,yes,unknown,5,may,172,1,-1,0,unknown
e883000b-5cb8-4456-85f5-4d53605cc8fd,54,management,married,secondary,no,282,yes,yes,unknown,5,may,154,1,-1,0,unknown
ed361446-0b26-4206-9d2c-8b6e32ca6471,55,blue-collar,married,primary,no,23,yes,no,unknown,5,may,291,1,-1,0,unknown
e9e3c934-0c98-4826-bfba-3fde159948cd,43,technician,married,secondary,no,1937,yes,no,unknown,5,may,181,1,-1,0,unknown
9a4401a3-92bc-4e02-83c7-5649813b4c89,53,technician,married,secondary,no,384,yes,no,unknown,5,may,176,1,-1,0,unknown
e28d4388-1e84-4dc2-8e6e-e83c2cd195b9,44,blue-collar,married,secondary,no,582,no,yes,unknown,5,may,211,1,-1,0,unknown
5a870325-cc09-4c52-9dbf-a36548259b83,55,services,divorced,secondary,no,91,no,no,unknown,5,may,349,1,-1,0,unknown
a37f7346-6340-4f8f-9993-596b409776a9,49,services,divorced,secondary,no,0,yes,yes,unknown,5,may,272,1,-1,0,unknown
8d14cbfb-27f4-43c6-b92e-63e87b8ae794,55,services,divorced,secondary,yes,1,yes,no,unknown,5,may,208,1,-1,0,unknown
d001881e-68e3-482d-8b0f-80a91673a0ca,45,admin.,single,secondary,no,206,yes,no,unknown,5,may,193,1,-1,0,unknown
298ddb0b-2012-42b9-8ac2-eafc1534fe18,47,services,divorced,secondary,no,164,no,no,unknown,5,may,212,1,-1,0,unknown
860b037d-40b5-4d65-9e5b-39aaf0397c08,42,technician,single,secondary,no,690,yes,no,unknown,5,may,20,1,-1,0,unknown
de91bde4-cf29-4185-97aa-fbf5795b3f88,59,admin.,married,secondary,no,2343,yes,no,unknown,5,may,1042,1,-1,0,unknown
19f5d3eb-1aba-4366-9f81-2e251a156798,46,self-employed,married,tertiary,no,137,yes,yes,unknown,5,may,246,1,-1,0,unknown
f71d4143-8b11-44d5-a5c8-7c5efd99ef2d,51,blue-collar,married,primary,no,173,yes,no,unknown,5,may,529,2,-1,0,unknown
25c4309b-ea13-4f8f-ac19-1dcc9cfb5c3a,56,admin.,married,secondary,no,45,no,no,unknown,5,may,1467,1,-1,0,unknown
be766a7a-425f-4999-9009-25a1f36a0781,41,technician,married,secondary,no,1270,yes,no,unknown,5,may,1389,1,-1,0,unknown
434c0171-180c-43f2-a4b2-206b1d51e783,46,management,divorced,secondary,no,16,yes,yes,unknown,5,may,188,2,-1,0,unknown
0e0c7bdf-a113-4a6f-aa6b-beab3a73c2f8,57,retired,married,secondary,no,486,yes,no,unknown,5,may,180,2,-1,0,unknown
84941c6e-56e7-4881-b75d-680230b4abad,42,management,single,secondary,no,50,no,no,unknown,5,may,48,1,-1,0,unknown
5a0e04c1-aa3a-4a0a-86eb-8b67b0b37b5b,30,technician,married,secondary,no,152,yes,yes,unknown,5,may,213,2,-1,0,unknown
c8d1e2a6-3a82-4381-84d7-f54f1ceee989,60,admin.,married,secondary,no,290,yes,no,unknown,5,may,583,1,-1,0,unknown
98af137e-1fef-4ae4-ab2d-7570aef4c47d,60,blue-collar,married,unknown,no,54,yes,no,unknown,5,may,221,1,-1,0,unknown
0651451b-5fe0-4e85-91f1-b04813eae4d5,57,entrepreneur,divorced,secondary,no,-37,no,no,unknown,5,may,173,1,-1,0,unknown
35af0afe-72bd-4aa0-b7e9-838696a127fa,36,management,married,tertiary,no,101,yes,yes,unknown,5,may,426,1,-1,0,unknown
df4b16b4-b991-4ded-b018-97d62799bfcf,55,blue-collar,married,secondary,no,383,no,no,unknown,5,may,287,1,-1,0,unknown
e62600c3-03e4-40c4-b087-874257ab34a5,60,retired,married,tertiary,no,81,yes,no,unknown,5,may,101,1,-1,0,unknown
a6325a5e-0a09-42ac-871d-9cf9c6475fa2,39,technician,married,secondary,no,0,yes,no,unknown,5,may,203,1,-1,0,unknown
b79aa0da-21fa-488a-ab1d-ebcac0390543,46,management,married,tertiary,no,229,yes,no,unknown,5,may,197,1,-1,0,unknown
69ae2484-0419-4730-9507-b4122d879ed9,44,blue-collar,married,secondary,no,-674,yes,no,unknown,5,may,257,1,-1,0,unknown
39a0694a-5b81-42e0-a080-4de8532c6296,53,blue-collar,married,primary,no,90,no,no,unknown,5,may,124,1,-1,0,unknown
31e19a55-1065-42aa-a997-cfcff5845036,52,blue-collar,married,primary,no,128,yes,no,unknown,5,may,229,1,-1,0,unknown
220360a0-bfcc-4a07-9811-e6d2f26b8141,59,blue-collar,married,primary,no,179,yes,no,unknown,5,may,55,3,-1,0,unknown
4713f3df-b001-4421-a5c1-aad1d22f4dd5,27,technician,single,tertiary,no,0,yes,no,unknown,5,may,400,1,-1,0,unknown
65bc4697-d599-47f2-9234-4448125dee25,44,blue-collar,married,secondary,no,54,yes,no,unknown,5,may,197,1,-1,0,unknown
b558ed27-2992-41c4-ab77-287209562b0e,47,technician,married,tertiary,no,151,yes,no,unknown,5,may,190,1,-1,0,unknown
d4a11a93-f2ef-4223-8a6e-63a687a14556,34,admin.,married,secondary,no,61,no,yes,unknown,5,may,21,1,-1,0,unknown
73a39541-f3ba-4762-b9a6-ea4b5165afd2,59,retired,single,secondary,no,30,yes,no,unknown,5,may,514,1,-1,0,unknown
47e497a5-9722-4c7b-8b29-9cfd78cb0325,45,management,married,tertiary,no,523,yes,no,unknown,5,may,849,2,-1,0,unknown
8fd4cba8-16f8-4eff-93ae-2798e0252939,29,services,divorced,secondary,no,31,yes,no,unknown,5,may,194,1,-1,0,unknown
873ce968-dad6-4511-9c5c-cd5f84e80fb1,46,technician,divorced,secondary,no,79,no,no,unknown,5,may,144,1,-1,0,unknown
37bff7e0-fc07-438f-bf40-c6e9051eb336,56,self-employed,married,primary,no,-34,yes,yes,unknown,5,may,212,2,-1,0,unknown
319d8784-90a1-4303-9b65-ee9ea3789a8e,36,blue-collar,married,primary,no,448,yes,no,unknown,5,may,286,1,-1,0,unknown
0c6b4739-c559-495d-bc07-efb308b86cb3,59,retired,divorced,primary,no,81,yes,no,unknown,5,may,107,1,-1,0,unknown
4d39831d-5cf5-411c-a782-bdaf35327a6b,44,blue-collar,married,secondary,no,144,yes,no,unknown,5,may,247,2,-1,0,unknown
9b607bde-7f84-4933-a565-3af29d95f597,41,admin.,married,secondary,no,351,yes,no,unknown,5,may,518,1,-1,0,unknown
561d7b72-2232-4a89-875c-fa905c875b07,33,management,single,tertiary,no,-67,yes,no,unknown,5,may,364,1,-1,0,unknown
1426cf3c-7c74-4968-a5f4-1fb450251aa5,59,management,divorced,tertiary,no,262,no,no,unknown,5,may,178,1,-1,0,unknown
7ea9a959-80f5-4597-8349-034e2c63bdd4,57,technician,married,primary,no,0,no,no,unknown,5,may,98,1,-1,0,unknown
066379a4-fead-4918-8a82-6eeba94705a6,56,technician,divorced,unknown,no,56,yes,no,unknown,5,may,439,1,-1,0,unknown
8ca88ec1-e713-45cd-a58e-20aef8451f30,51,blue-collar,married,secondary,no,26,yes,no,unknown,5,may,79,1,-1,0,unknown
43b4a3d3-8df4-422f-bff0-1a77c8e4d829,34,admin.,married,unknown,no,3,yes,no,unknown,5,may,120,3,-1,0,unknown
c2e7054c-f60a-4bfd-ae7a-43a2d11f8031,43,services,married,secondary,no,41,yes,yes,unknown,5,may,127,2,-1,0,unknown
1a8d5449-ea60-46ef-8885-c522d0082f60,52,technician,married,tertiary,no,7,no,yes,unknown,5,may,175,1,-1,0,unknown
a708152b-b6a6-416d-9260-375c465d6775,33,technician,single,secondary,no,105,yes,no,unknown,5,may,262,2,-1,0,unknown
5db585e3-7bea-44de-b604-ab20250440c9,29,admin.,single,secondary,no,818,yes,yes,unknown,5,may,61,1,-1,0,unknown
a3a0585b-99d6-4abd-8864-5ab5e9135637,34,services,married,secondary,no,-16,yes,yes,unknown,5,may,78,1,-1,0,unknown
27b015fd-aeeb-406e-b517-ae806b127442,31,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,143,1,-1,0,unknown
f1a21bf9-5dbc-46bf-b5eb-aa806cba606d,55,services,married,secondary,no,2476,yes,no,unknown,5,may,579,1,-1,0,unknown
4555e515-a6a7-4e6b-accf-91fdb46c2883,55,management,married,unknown,no,1185,no,no,unknown,5,may,677,1,-1,0,unknown
9524c277-76c8-420b-8b9c-7c036832ea7c,32,admin.,single,secondary,no,217,yes,no,unknown,5,may,345,1,-1,0,unknown
2ee83c19-4470-42dd-9463-a5f9d0a07985,38,technician,single,secondary,no,1685,yes,no,unknown,5,may,185,1,-1,0,unknown
bb0e34d2-33b9-4c0b-9c33-5d2ab309119d,55,admin.,single,secondary,no,802,yes,yes,unknown,5,may,100,2,-1,0,unknown
29347d59-0fd5-42cf-a786-ae678a203c03,28,unemployed,single,tertiary,no,0,yes,no,unknown,5,may,125,2,-1,0,unknown
d91178bc-69f0-4f7f-9b02-4a4af8de8be2,23,blue-collar,married,secondary,no,94,yes,no,unknown,5,may,193,1,-1,0,unknown
40fc8f9d-2c5f-4eb4-a749-ad04cc4d653d,32,technician,single,secondary,no,0,yes,no,unknown,5,may,136,1,-1,0,unknown
a90350af-b83d-4d6b-ae31-8653d859f696,43,services,single,unknown,no,0,no,no,unknown,5,may,73,1,-1,0,unknown
a3f2b1ad-6188-4949-aebd-ca35a7ee2056,32,blue-collar,married,secondary,no,517,yes,no,unknown,5,may,528,1,-1,0,unknown
61fd028b-f51a-437b-8f1f-e38b9b6706d8,46,blue-collar,married,secondary,no,265,yes,no,unknown,5,may,541,1,-1,0,unknown
f4633f2e-05ff-46db-baf4-6ffb23c5e4e2,53,housemaid,divorced,primary,no,947,yes,no,unknown,5,may,163,1,-1,0,unknown
ead5ccfb-ab7d-468f-b5d2-d457530821ff,34,self-employed,single,secondary,no,3,yes,no,unknown,5,may,301,1,-1,0,unknown
04762daf-3579-45d3-b5f9-2ec2afdd73bb,57,unemployed,married,tertiary,no,42,no,no,unknown,5,may,46,1,-1,0,unknown
ee6af230-d8d7-43aa-a44f-2678a05bdd4e,37,blue-collar,married,secondary,no,37,yes,no,unknown,5,may,204,1,-1,0,unknown
fb02b5be-353b-4935-bf2d-845daf617335,59,blue-collar,married,secondary,no,57,yes,no,unknown,5,may,98,1,-1,0,unknown
da74d682-4745-4bb7-b69c-ba70f880038e,33,services,married,secondary,no,22,yes,no,unknown,5,may,71,1,-1,0,unknown
6fbf5cc6-026d-48a4-bb60-029549ceb5ec,56,blue-collar,divorced,primary,no,8,yes,no,unknown,5,may,157,2,-1,0,unknown
9d807c22-dfb9-4f3c-bbd1-c6d0133b6d0b,48,unemployed,married,secondary,no,293,yes,no,unknown,5,may,243,1,-1,0,unknown
3c360fb9-0719-48ed-bdf7-9bcb4bede2ce,43,services,married,primary,no,3,yes,no,unknown,5,may,186,2,-1,0,unknown
5768768b-b136-4dfc-b808-0862c1a6de5a,54,blue-collar,married,primary,no,348,yes,no,unknown,5,may,579,2,-1,0,unknown
f525c455-14bf-424c-a06a-e3ae449be0e5,51,blue-collar,married,unknown,no,-19,yes,no,unknown,5,may,163,2,-1,0,unknown
f92c24f6-65b6-455c-a541-64f7a79e2a1a,26,student,single,secondary,no,0,yes,no,unknown,5,may,610,2,-1,0,unknown
c9365497-4a8c-47f5-aee2-9f55145d0fd8,40,management,married,tertiary,no,-4,yes,no,unknown,5,may,2033,1,-1,0,unknown
ac9677ad-e620-4529-8049-8441efff8114,39,management,married,secondary,no,18,yes,no,unknown,5,may,85,1,-1,0,unknown
27f04026-113d-4085-8f7e-ea65550a4d30,50,technician,married,primary,no,139,no,no,unknown,5,may,114,2,-1,0,unknown
f2e91333-ac32-4477-8d7f-bb2e180e2e28,41,services,married,secondary,no,0,yes,no,unknown,5,may,114,2,-1,0,unknown
3c40c695-a8dd-408c-93bc-c7cad5bcd2e1,51,blue-collar,married,unknown,no,1883,yes,no,unknown,5,may,57,1,-1,0,unknown
8044d46c-fb29-4116-b7ea-4f487aa40a70,60,retired,divorced,secondary,no,216,yes,no,unknown,5,may,238,1,-1,0,unknown
5ab57888-4bfc-4352-81a7-1b0649d18a85,52,blue-collar,married,secondary,no,782,yes,no,unknown,5,may,93,3,-1,0,unknown
3a487484-8e47-467e-afd9-53e3dfe16711,48,blue-collar,married,secondary,no,904,yes,no,unknown,5,may,128,2,-1,0,unknown
5d6459f0-a72c-440b-b8ca-58b0f9408132,48,services,married,unknown,no,1705,yes,no,unknown,5,may,107,1,-1,0,unknown
043ca9fd-171b-483d-8bde-a4833ec2cbd9,39,technician,single,tertiary,no,47,yes,no,unknown,5,may,181,1,-1,0,unknown
6b6b1b78-9a2b-441b-8628-2fd1ab277a7d,47,services,single,secondary,no,176,yes,no,unknown,5,may,303,2,-1,0,unknown
a21e4b8f-e0a9-4125-b0f6-bd21a9c9eeab,40,blue-collar,married,secondary,no,1225,yes,no,unknown,5,may,558,5,-1,0,unknown
c9778168-c91c-49cb-91a7-04fab2a499ab,45,technician,married,secondary,no,86,yes,no,unknown,5,may,270,1,-1,0,unknown
7bd933ac-a346-4a58-b064-b6afef19f262,26,admin.,single,secondary,no,82,yes,no,unknown,5,may,228,1,-1,0,unknown
d8fedfd2-c3cd-4211-8878-344cc356e781,52,management,married,tertiary,no,271,yes,no,unknown,5,may,99,1,-1,0,unknown
a21b0640-2003-42eb-a25c-9f6cbf7cd158,54,technician,married,secondary,no,1378,yes,no,unknown,5,may,240,1,-1,0,unknown
f009519b-6a93-498e-9856-2d0a64089929,54,admin.,married,tertiary,no,184,no,no,unknown,5,may,673,2,-1,0,unknown
e5f6e0c4-4a1d-4bf0-b21c-57cc9010cd2f,50,blue-collar,married,primary,no,0,no,no,unknown,5,may,233,3,-1,0,unknown
ebed1e33-ce41-4729-ad91-655bde0388c6,35,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,1056,1,-1,0,unknown
4d1bf816-8c2f-4b66-85d5-45ab30a74dc1,44,services,married,secondary,no,1357,yes,yes,unknown,5,may,250,1,-1,0,unknown
ec8ac40d-b32a-4204-98ce-d73caa54b820,53,entrepreneur,married,unknown,no,19,yes,no,unknown,5,may,252,1,-1,0,unknown
f02290f8-9305-4a3f-8863-67716d34b6dc,35,retired,single,primary,no,434,no,no,unknown,5,may,138,1,-1,0,unknown
0e19b3ed-a8c6-481c-9fe1-224a53b0329b,60,admin.,divorced,secondary,no,92,yes,no,unknown,5,may,130,1,-1,0,unknown
f608c3c0-57b6-42d7-97e1-bb9e310ee920,53,admin.,divorced,secondary,no,1151,yes,no,unknown,5,may,412,1,-1,0,unknown
6986994a-8d5a-4a15-97cb-aab3bb2c3638,48,unemployed,married,secondary,no,41,yes,no,unknown,5,may,179,2,-1,0,unknown
302df13e-4dca-4ba5-ad98-f918a2a04665,34,technician,married,secondary,no,51,yes,no,unknown,5,may,19,2,-1,0,unknown
3540d293-3714-42ef-94f9-376501d1cce4,54,services,married,secondary,no,214,yes,no,unknown,5,may,458,2,-1,0,unknown
87719416-a0d1-417b-8090-4d7ae5bb0d72,51,management,married,secondary,no,1161,yes,no,unknown,5,may,717,1,-1,0,unknown
40a2f645-29dd-461b-83c3-74d08fbab335,31,services,married,tertiary,no,37,yes,no,unknown,5,may,313,1,-1,0,unknown
c328c951-7a4d-4ee7-9cdb-92a1f6b956b4,35,technician,divorced,secondary,no,787,yes,no,unknown,5,may,683,2,-1,0,unknown
5125c658-d5f6-45ba-aa88-9e03c856551a,35,services,married,secondary,no,59,yes,no,unknown,5,may,1077,1,-1,0,unknown
2602891d-c588-42ee-9d11-dd6bc9cd370d,38,technician,married,secondary,no,253,yes,no,unknown,5,may,416,1,-1,0,unknown
e76e2c77-e427-4cd6-98b8-d88095d8bde1,36,admin.,married,tertiary,no,211,yes,no,unknown,5,may,146,2,-1,0,unknown
6109d5d6-139e-41e6-b4e1-e856a473384c,58,retired,married,primary,no,235,yes,no,unknown,5,may,167,1,-1,0,unknown
8dde9c92-939e-4da3-808d-edf2d6a02563,40,services,divorced,unknown,no,4384,yes,no,unknown,5,may,315,1,-1,0,unknown
5a97e6a5-da77-4785-993e-de57139a43e3,54,management,married,secondary,no,4080,no,no,unknown,5,may,140,1,-1,0,unknown
b1645d4b-c92b-4f53-b3e3-69ed2bfa228b,34,blue-collar,single,secondary,no,53,yes,yes,unknown,5,may,346,1,-1,0,unknown
355658cc-4e6b-4120-8806-30acf1ed4e01,31,management,single,tertiary,no,0,yes,no,unknown,5,may,562,1,-1,0,unknown
6faf8527-4de5-4bf5-aea9-745ff922f69d,51,retired,married,secondary,no,2127,yes,no,unknown,5,may,172,1,-1,0,unknown
39223140-622c-435b-8067-c33122c26702,33,management,married,tertiary,no,377,yes,no,unknown,5,may,217,1,-1,0,unknown
db6753ce-329d-43c2-93bc-2748531e211e,55,management,married,tertiary,no,73,yes,no,unknown,5,may,142,2,-1,0,unknown
16debd69-abc8-48fd-8bd4-7f1b83c4b113,42,admin.,married,secondary,no,445,yes,no,unknown,5,may,67,1,-1,0,unknown
54371e49-2496-4088-a9ba-376de022c89e,34,blue-collar,married,secondary,no,243,yes,no,unknown,5,may,291,1,-1,0,unknown
bd9d0d08-274a-41f5-a69b-36b8047ccbd3,33,blue-collar,single,secondary,no,307,yes,no,unknown,5,may,309,2,-1,0,unknown
ee2012a4-5607-4154-8130-e15b7721f377,38,services,married,secondary,no,155,yes,no,unknown,5,may,248,1,-1,0,unknown
ce5cfd9b-ad3d-45ef-8d56-1bcafaa1d9d9,50,technician,divorced,tertiary,no,173,no,yes,unknown,5,may,98,1,-1,0,unknown
cd4687db-b1f5-4939-9a48-ccf61bcabc46,43,management,married,tertiary,no,400,yes,no,unknown,5,may,256,1,-1,0,unknown
6e90a6de-e6ef-4bb0-bda6-7ebe40f7c56f,61,blue-collar,divorced,primary,no,1428,yes,no,unknown,5,may,82,2,-1,0,unknown
